"0","Period End Date","12/28/2014","1/3/2016","1/1/2017","12/31/2017"
"0","Stmt Source","10-K","10-K","10-K","10-K"
"0","Stmt Source Date","2/23/2017","2/22/2018","2/22/2018","2/22/2018"
"0","Stmt Update Type","-","-","-","-"
"0","Currency Code"
"0","Total Revenue","2,967.4","3,593.0","4,046.4","4,664.6"
"0","Cost of Revenue","2,082.2","2,541.4","2,864.4","3,314.5"
"0","Gross Profit","885.2","1,051.6","1,182.0","1,350.1"
"0","Selling,General and Administrative","95.4","106.4","126.9","148.4"
"1","General and Administrative Expense","-","-","-","-"
"1","Selling and Marketing Expense","-","-","-","-"
"0","Research and Development","-","-","-","-"
"0","Special Income/Charges","-1.1","-5.5","-","-"
"0","Operating Expenses","685.5","822.9","969.1","1,124.1"
"0","Operating Income","199.7","228.8","212.9","226.1"
"0","Net Interest Income","-25.1","-17.7","-14.8","-21.2"
"0","Other Income/Expense,Net","-0.5","-5.0","0.5","0.6"
"0","Pre-Tax Income","174.1","206.0","198.6","205.5"
"0","Provision for Income Tax","66.4","77.0","74.3","47.1"
"0","Net Income","107.7","129.0","124.3","158.4"
"0","Dividend Per Share","-","-","-","-"
"0","Tax Rate","0.38","0.37","0.37","0.23"
"0","Basic EPS","0.72","0.84","0.84","1.17"
"1","Basic Weighted Average Shares","149.75","153.10","147.31","135.17"
"1","Basic EPS from Continuing Operations","0.72","0.84","0.84","1.17"
"1","Basic EPS,Continuing and Discontinued","-","-","-","-"
"0","Diluted EPS","0.70","0.83","0.83","1.15"
"1","Diluted Weighted Average Shares","154.33","155.88","149.65","137.88"
"1","Diluted EPS from Continuing Operations","0.70","0.83","0.83","1.15"
"1","Diluted EPS,Continuing and Discontinued","-","-","-","-"
