"0","Period End Date","6/24/2015","6/29/2016","6/28/2017","6/27/2018"
"0","Stmt Source","10-K","10-K","10-K","10-K"
"0","Stmt Source Date","8/28/2017","8/27/2018","8/27/2018","8/27/2018"
"0","Stmt Update Type","-","-","-","-"
"0","Currency Code"
"0","Total Revenue","3,002.3","3,257.5","3,150.8","3,135.4"
"0","Cost of Revenue","2,407.6","2,638.9","2,582.8","2,587.4"
"0","Gross Profit","594.7","618.6","568.1","548.0"
"0","Selling,General and Administrative","134.6","130.9","139.4","136.3"
"1","General and Administrative Expense","134.6","130.9","139.4","136.3"
"1","Selling and Marketing Expense","-","-","-","-"
"0","Research and Development","-","-","-","-"
"0","Special Income/Charges","-4.1","-10.5","-9.4","-26.7"
"0","Operating Expenses","279.4","290.7","302.5","294.0"
"0","Operating Income","315.3","328.0","265.5","254.0"
"0","Net Interest Income","-29.0","-32.6","-49.5","-59.0"
"0","Other Income/Expense,Net","-2.0","-9.0","-7.5","-24.8"
"0","Pre-Tax Income","284.3","286.4","208.5","170.2"
"0","Provision for Income Tax","89.6","85.8","57.7","44.3"
"0","Net Income","194.7","200.6","150.8","125.9"
"0","Dividend Per Share","1.12","1.28","1.36","1.52"
"0","Tax Rate","0.32","0.30","0.28","0.26"
"0","Basic EPS","3.09","3.47","2.98","2.75"
"1","Basic Weighted Average Shares","63.07","57.90","50.64","45.70"
"1","Basic EPS from Continuing Operations","3.09","3.47","2.98","2.75"
"1","Basic EPS,Continuing and Discontinued","-","-","-","-"
"0","Diluted EPS","3.02","3.42","2.94","2.72"
"1","Diluted Weighted Average Shares","64.40","58.68","51.25","46.26"
"1","Diluted EPS from Continuing Operations","3.02","3.42","2.94","2.72"
"1","Diluted EPS,Continuing and Discontinued","-","-","-","-"
