"0","Period End Date","7/31/2017","10/31/2017","1/31/2018","4/30/2018"
"0","Stmt Source","NA","10-Q","10-Q","10-Q"
"0","Stmt Source Date","-","12/11/2017","3/12/2018","6/11/2018"
"0","Stmt Update Type","-","-","-","-"
"0","Currency Code"
"0","Total Revenue","395.0","393.6","395.9","365.4"
"0","Cost of Revenue","337.1","336.5","337.2","307.2"
"0","Gross Profit","57.9","57.0","58.7","58.2"
"0","Selling,General and Administrative","49.3","50.5","52.6","50.1"
"1","General and Administrative Expense","-","50.5","52.6","-"
"1","Selling and Marketing Expense","-","-","-","-"
"0","Research and Development","-","-","-","-"
"0","Special Income/Charges","-9.7","0.0","0.0","-3.7"
"0","Operating Expenses","43.7","57.0","59.1","56.3"
"0","Operating Income","14.2","0.1","-0.5","2.0"
"0","Net Interest Income","0.3","0.4","0.3","0.2"
"0","Other Income/Expense,Net","-11.2","-0.8","0.4","-4.4"
"0","Pre-Tax Income","3.3","-0.4","0.2","-2.2"
"0","Provision for Income Tax","12.8","1.4","-1.5","1.0"
"0","Net Income","-9.8","-2.1","1.5","-3.5"
"0","Dividend Per Share","0.19","0.19","0.19","0.09"
"0","Tax Rate","0.27","0.40","0.27","0.27"
"0","Basic EPS","-0.44","-0.08","0.06","-0.14"
"1","Basic Weighted Average Shares","24.19","24.63","24.64","24.68"
"1","Basic EPS from Continuing Operations","-0.44","-0.08","0.06","-0.14"
"1","Basic EPS,Continuing and Discontinued","-","0.00","0.00","-"
"0","Diluted EPS","-0.44","-0.08","0.06","-0.14"
"1","Diluted Weighted Average Shares","24.27","24.63","24.72","24.68"
"1","Diluted EPS from Continuing Operations","-0.44","-0.08","0.06","-0.14"
"1","Diluted EPS,Continuing and Discontinued","-","0.00","0.00","-"
