"0","Period End Date","6/30/2017","9/30/2017","12/31/2017","3/31/2018"
"0","Stmt Source","NA","10-Q","10-Q","10-Q"
"0","Stmt Source Date","-","11/7/2017","2/9/2018","5/15/2018"
"0","Stmt Update Type","-","-","-","-"
"0","Currency Code"
"0","Total Revenue","2.9","2.3","3.5","-0.8"
"0","Cost of Revenue","2.0","3.1","2.3","1.1"
"0","Gross Profit","0.9","-0.8","1.2","-1.9"
"0","Selling,General and Administrative","1.7","1.9","1.1","1.7"
"1","General and Administrative Expense","-","-","-","1.7"
"1","Selling and Marketing Expense","-","-","-","-"
"0","Research and Development","-","-","-","-"
"0","Special Income/Charges","0.1","-0.1","0.1","0.0"
"0","Operating Expenses","-0.5","2.1","1.3","2.0"
"0","Operating Income","1.4","-2.9","0.0","-3.9"
"0","Net Interest Income","-0.1","-0.1","0.0","-0.2"
"0","Other Income/Expense,Net","-2.2","-0.4","-1.1","-0.3"
"0","Pre-Tax Income","-0.9","-3.4","-1.2","-4.4"
"0","Provision for Income Tax","-0.2","0.0","-","-0.2"
"0","Net Income","-1.3","-3.0","-1.2","-4.4"
"0","Dividend Per Share","-","-","-","-"
"0","Tax Rate","0.06","0.05","0.00","0.03"
"0","Basic EPS","0.05","-0.13","-0.05","-0.18"
"1","Basic Weighted Average Shares","23.20","23.23","24.56","24.61"
"1","Basic EPS from Continuing Operations","0.08","-0.13","-0.05","-0.17"
"1","Basic EPS,Continuing and Discontinued","-0.03","0.00","0.00","-0.01"
"0","Diluted EPS","0.05","-0.13","-0.05","-0.18"
"1","Diluted Weighted Average Shares","23.20","23.23","24.56","24.61"
"1","Diluted EPS from Continuing Operations","0.08","-0.13","-0.05","-0.17"
"1","Diluted EPS,Continuing and Discontinued","-0.03","0.00","0.00","-0.01"
