"0","Period End Date","8/31/2017","11/30/2017","2/28/2018","5/31/2018"
"0","Stmt Source","NA","10-Q","10-Q","10-Q"
"0","Stmt Source Date","-","1/16/2018","4/16/2018","7/11/2018"
"0","Stmt Update Type","-","-","-","-"
"0","Currency Code"
"0","Total Revenue","11.1","9.4","13.3","19.9"
"0","Cost of Revenue","8.3","7.2","10.7","15.9"
"0","Gross Profit","2.7","2.2","2.6","4.0"
"0","Selling,General and Administrative","1.6","1.5","1.8","1.9"
"1","General and Administrative Expense","3.1","1.5","1.8","1.3"
"1","Selling and Marketing Expense","-","-","-","0.6"
"0","Research and Development","-","-","-","-"
"0","Special Income/Charges","0.0","0.0","0.0","0.0"
"0","Operating Expenses","1.7","1.6","1.9","2.0"
"0","Operating Income","1.1","0.6","0.7","2.0"
"0","Net Interest Income","0.0","0.0","0.0","0.0"
"0","Other Income/Expense,Net","0.0","0.0","0.0","-"
"0","Pre-Tax Income","1.1","0.5","0.7","2.0"
"0","Provision for Income Tax","0.4","0.2","0.2","0.6"
"0","Net Income","0.7","0.3","0.5","1.4"
"0","Dividend Per Share","-","-","-","-"
"0","Tax Rate","0.39","0.39","0.37","0.33"
"0","Basic EPS","0.16","0.07","0.12","0.31"
"1","Basic Weighted Average Shares","4.46","4.47","4.47","4.47"
"1","Basic EPS from Continuing Operations","0.16","0.07","0.12","0.31"
"1","Basic EPS,Continuing and Discontinued","-","0.00","-","-"
"0","Diluted EPS","0.16","0.07","0.12","0.31"
"1","Diluted Weighted Average Shares","4.46","4.47","4.47","4.47"
"1","Diluted EPS from Continuing Operations","0.16","0.07","0.12","0.31"
"1","Diluted EPS,Continuing and Discontinued","-","0.00","-","-"
