"0","Period End Date","9/30/2017","12/31/2017","3/31/2018","6/30/2018"
"0","Stmt Source","6-K","NA","6-K","6-K"
"0","Stmt Source Date","11/8/2017","-","5/11/2018","8/10/2018"
"0","Stmt Update Type","-","-","-","-"
"0","Currency Code"
"0","Total Revenue","106.0","107.9","97.9","104.0"
"0","Cost of Revenue","88.6","85.9","83.5","87.0"
"0","Gross Profit","17.4","22.0","14.4","17.1"
"0","Selling,General and Administrative","7.0","1.9","6.7","8.2"
"1","General and Administrative Expense","7.0","1.9","6.7","8.2"
"1","Selling and Marketing Expense","-","-","-","-"
"0","Research and Development","-","-","-","-"
"0","Special Income/Charges","0.0","-4.0","-","-"
"0","Operating Expenses","7.0","2.1","6.7","8.2"
"0","Operating Income","10.4","19.9","7.7","8.9"
"0","Net Interest Income","-7.8","-7.1","-6.5","-5.4"
"0","Other Income/Expense,Net","-0.5","1.1","-2.0","6.3"
"0","Pre-Tax Income","2.2","13.9","-0.8","9.8"
"0","Provision for Income Tax","0.4","-2.9","1.5","7.2"
"0","Net Income","1.1","15.9","-1.6","5.1"
"0","Dividend Per Share","-","-","-","-"
"0","Tax Rate","0.16","0.04","0.02","0.25"
"0","Basic EPS","0.01","0.13","-0.01","0.04"
"1","Basic Weighted Average Shares","119.59","119.84","119.88","120.08"
"1","Basic EPS from Continuing Operations","0.01","0.13","-0.01","0.04"
"1","Basic EPS,Continuing and Discontinued","-","-","-","-"
"0","Diluted EPS","0.01","0.13","-0.01","0.04"
"1","Diluted Weighted Average Shares","120.54","120.62","119.88","121.00"
"1","Diluted EPS from Continuing Operations","0.01","0.13","-0.01","0.04"
"1","Diluted EPS,Continuing and Discontinued","-","-","-","-"
