"0","Period End Date","12/31/2014","12/31/2015","12/31/2016","12/31/2017"
"0","Stmt Source","10-K","10-K","10-K","10-K"
"0","Stmt Source Date","3/14/2017","3/13/2018","3/13/2018","3/13/2018"
"0","Stmt Update Type","-","-","-","-"
"0","Currency Code"
"0","Total Revenue","93.9","74.5","54.9","65.9"
"0","Cost of Revenue","42.9","36.6","23.4","27.7"
"0","Gross Profit","51.0","37.9","31.5","38.2"
"0","Selling,General and Administrative","5.3","6.1","5.4","5.5"
"1","General and Administrative Expense","-","-","-","-"
"1","Selling and Marketing Expense","-","-","-","-"
"0","Research and Development","-","-","-","-"
"0","Special Income/Charges","-19.2","-43.9","-4.6","-1.6"
"0","Operating Expenses","17.0","16.9","12.9","11.9"
"0","Operating Income","34.0","20.9","18.6","26.3"
"0","Net Interest Income","-6.8","-5.3","-4.8","-4.8"
"0","Other Income/Expense,Net","-19.2","-45.9","-5.3","-1.7"
"0","Pre-Tax Income","8.0","-30.2","8.5","19.8"
"0","Provision for Income Tax","2.9","-9.3","3.6","45.6"
"0","Net Income","5.2","-17.3","6.7","-24.3"
"0","Dividend Per Share","-","-","-","-"
"0","Tax Rate","0.36","0.31","0.40","0.40"
"0","Basic EPS","1.90","-6.37","2.48","-8.95"
"1","Basic Weighted Average Shares","2.72","2.72","2.72","2.72"
"1","Basic EPS from Continuing Operations","1.90","-6.37","2.48","-8.95"
"1","Basic EPS,Continuing and Discontinued","0.00","0.00","0.00","0.00"
"0","Diluted EPS","1.90","-6.37","2.48","-8.95"
"1","Diluted Weighted Average Shares","2.72","2.72","2.72","2.72"
"1","Diluted EPS from Continuing Operations","1.90","-6.37","2.48","-8.95"
"1","Diluted EPS,Continuing and Discontinued","0.00","0.00","0.00","0.00"
