"0","Period End Date","10/31/2017","1/31/2018","4/30/2018","7/31/2018"
"0","Stmt Source","10-Q","NA","10-Q","10-Q"
"0","Stmt Source Date","12/8/2017","-","6/8/2018","9/4/2018"
"0","Stmt Update Type","-","-","-","-"
"0","Currency Code"
"0","Total Revenue","277.7","338.3","255.9","308.9"
"0","Cost of Revenue","95.9","117.9","89.6","102.7"
"0","Gross Profit","181.8","220.3","166.3","206.2"
"0","Selling,General and Administrative","154.7","160.6","149.7","177.3"
"1","General and Administrative Expense","25.4","27.5","27.3","33.6"
"1","Selling and Marketing Expense","129.3","133.1","122.4","143.7"
"0","Research and Development","68.9","75.5","78.5","84.0"
"0","Special Income/Charges","1.1","5.0","-","-"
"0","Operating Expenses","223.6","236.1","228.2","261.4"
"0","Operating Income","-41.8","-15.8","-61.9","-55.2"
"0","Net Interest Income","-","-","-","-"
"0","Other Income/Expense,Net","1.1","5.0","-1.0","-4.0"
"0","Pre-Tax Income","-40.7","-10.7","-62.9","-59.2"
"0","Provision for Income Tax","1.0","1.1","1.4","0.9"
"0","Net Income","-41.6","-11.9","-64.3","-60.1"
"0","Dividend Per Share","-","-","-","-"
"0","Tax Rate","0.02","0.02","0.02","0.02"
"0","Basic EPS","-0.20","-0.05","-0.29","-0.26"
"1","Basic Weighted Average Shares","213.27","218.07","223.77","229.36"
"1","Basic EPS from Continuing Operations","-0.20","-0.05","-0.29","-0.26"
"1","Basic EPS,Continuing and Discontinued","0.00","0.00","-","-"
"0","Diluted EPS","-0.20","-0.05","-0.29","-0.26"
"1","Diluted Weighted Average Shares","213.27","218.07","223.77","229.36"
"1","Diluted EPS from Continuing Operations","-0.20","-0.05","-0.29","-0.26"
"1","Diluted EPS,Continuing and Discontinued","0.00","0.00","-","-"
