"0","Period End Date","12/31/2014","12/31/2015","12/31/2016","12/31/2017"
"0","Stmt Source","10-K","10-K","10-K","10-K"
"0","Stmt Source Date","2/23/2017","2/22/2018","2/22/2018","2/22/2018"
"0","Stmt Update Type","-","-","-","-"
"0","Currency Code"
"0","Total Revenue","933.5","1,023.3","1,103.2","1,215.8"
"0","Cost of Revenue","53.9","55.4","62.9","69.5"
"0","Gross Profit","879.6","967.9","1,040.3","1,146.3"
"0","Selling,General and Administrative","51.1","49.3","52.0","58.4"
"1","General and Administrative Expense","51.1","49.3","52.0","58.4"
"1","Selling and Marketing Expense","-","-","-","-"
"0","Research and Development","-","-","-","-"
"0","Special Income/Charges","-4.1","-10.6","-20.7","-57.2"
"0","Operating Expenses","425.7","458.5","501.9","557.2"
"0","Operating Income","453.9","509.4","538.4","589.1"
"0","Net Interest Income","-213.5","-230.0","-221.6","-248.4"
"0","Other Income/Expense,Net","32.2","8.6","3.0","-15.3"
"0","Pre-Tax Income","272.6","288.0","319.7","325.4"
"0","Provision for Income Tax","3.5","3.2","3.3","6.0"
"0","Net Income","270.6","283.8","315.6","318.8"
"0","Dividend Per Share","2.19","2.28","2.40","2.54"
"0","Tax Rate","0.01","0.01","0.01","0.02"
"0","Basic EPS","1.04","1.09","1.13","1.10"
"1","Basic Weighted Average Shares","218.39","235.77","255.07","273.47"
"1","Basic EPS from Continuing Operations","1.03","1.09","1.13","1.10"
"1","Basic EPS,Continuing and Discontinued","0.01","-","-","-"
"0","Diluted EPS","1.04","1.09","1.13","1.10"
"1","Diluted Weighted Average Shares","218.77","236.21","255.62","273.94"
"1","Diluted EPS from Continuing Operations","1.03","1.09","1.13","1.10"
"1","Diluted EPS,Continuing and Discontinued","0.01","-","-","-"
