"0","Period End Date","12/31/2014","12/31/2015","12/31/2016","12/31/2017"
"0","Stmt Source","10-K","10-K","10-K","10-K"
"0","Stmt Source Date","2/9/2017","2/8/2018","2/8/2018","2/8/2018"
"0","Stmt Update Type","-","-","-","-"
"0","Currency Code"
"0","Total Revenue","509.6","221.5","172.8","197.6"
"0","Cost of Revenue","447.3","213.5","136.8","121.9"
"0","Gross Profit","62.2","8.0","36.0","75.6"
"0","Selling,General and Administrative","115.9","82.2","61.4","67.9"
"1","General and Administrative Expense","76.2","51.7","44.0","47.1"
"1","Selling and Marketing Expense","39.7","30.5","17.4","20.8"
"0","Research and Development","41.0","26.4","17.8","16.4"
"0","Special Income/Charges","51.1","98.3","1.4","-3.9"
"0","Operating Expenses","156.9","108.6","79.2","84.3"
"0","Operating Income","-94.6","-100.6","-43.2","-8.7"
"0","Net Interest Income","-19.4","-18.8","-18.5","-16.7"
"0","Other Income/Expense,Net","7.1","98.3","1.4","-3.9"
"0","Pre-Tax Income","-106.9","-21.1","-60.3","-29.4"
"0","Provision for Income Tax","20.6","4.0","4.4","0.0"
"0","Net Income","-128.3","-25.1","-65.1","-30.2"
"0","Dividend Per Share","-","-","-","-"
"0","Tax Rate","0.19","0.19","0.07","0.00"
"0","Basic EPS","-11.72","-2.29","-5.71","-2.55"
"1","Basic Weighted Average Shares","10.94","10.96","11.40","11.88"
"1","Basic EPS from Continuing Operations","-11.72","-2.29","-5.71","-2.55"
"1","Basic EPS,Continuing and Discontinued","0.00","0.00","0.00","0.00"
"0","Diluted EPS","-11.72","-2.29","-5.71","-2.55"
"1","Diluted Weighted Average Shares","10.94","10.96","11.40","11.88"
"1","Diluted EPS from Continuing Operations","-11.72","-2.29","-5.71","-2.55"
"1","Diluted EPS,Continuing and Discontinued","0.00","0.00","0.00","0.00"
