"0","Period End Date","9/30/2017","12/31/2017","3/31/2018","6/30/2018"
"0","Stmt Source","10-Q","NA","10-Q","10-Q"
"0","Stmt Source Date","11/7/2017","-","5/8/2018","8/7/2018"
"0","Stmt Update Type","-","-","-","-"
"0","Currency Code"
"0","Total Revenue","125.3","138.0","84.0","163.4"
"0","Cost of Revenue","89.3","93.2","63.9","107.6"
"0","Gross Profit","36.1","44.8","20.0","55.8"
"0","Selling,General and Administrative","13.1","16.5","16.1","20.5"
"1","General and Administrative Expense","-","-","-","-"
"1","Selling and Marketing Expense","-","-","-","-"
"0","Research and Development","-","-","-","-"
"0","Special Income/Charges","0.0","0.0","-","0.0"
"0","Operating Expenses","16.1","19.4","19.0","23.4"
"0","Operating Income","20.0","25.4","1.0","32.4"
"0","Net Interest Income","-4.9","-4.0","-3.9","-4.1"
"0","Other Income/Expense,Net","0.0","0.0","-0.2","-0.3"
"0","Pre-Tax Income","15.1","21.5","-3.1","28.1"
"0","Provision for Income Tax","5.8","-13.1","-1.3","6.9"
"0","Net Income","9.3","34.5","-1.9","21.2"
"0","Dividend Per Share","0.24","0.24","0.27","0.27"
"0","Tax Rate","0.37","0.05","0.02","0.03"
"0","Basic EPS","0.41","1.51","-0.08","0.92"
"1","Basic Weighted Average Shares","22.59","22.59","22.62","22.70"
"1","Basic EPS from Continuing Operations","0.41","1.51","-0.08","0.92"
"1","Basic EPS,Continuing and Discontinued","0.00","0.00","-","-"
"0","Diluted EPS","0.40","1.50","-0.08","0.91"
"1","Diluted Weighted Average Shares","22.60","22.60","22.62","22.72"
"1","Diluted EPS from Continuing Operations","0.40","1.50","-0.08","0.91"
"1","Diluted EPS,Continuing and Discontinued","0.00","0.00","-","-"
