"0","Period End Date","7/30/2017","10/29/2017","2/4/2018","5/6/2018"
"0","Stmt Source","10-Q","10-Q","NA","10-Q"
"0","Stmt Source Date","9/5/2017","12/5/2017","-","6/11/2018"
"0","Stmt Update Type","-","-","-","-"
"0","Currency Code"
"0","Total Revenue","280.8","250.0","304.9","332.2"
"0","Cost of Revenue","112.9","102.6","123.7","130.0"
"0","Gross Profit","167.8","147.4","181.2","202.2"
"0","Selling,General and Administrative","16.8","13.4","14.4","15.7"
"1","General and Administrative Expense","16.8","13.4","14.4","15.7"
"1","Selling and Marketing Expense","-","-","-","-"
"0","Research and Development","-","-","-","-"
"0","Special Income/Charges","-","-","-","-"
"0","Operating Expenses","128.7","127.5","138.7","143.6"
"0","Operating Income","39.2","19.9","42.5","58.6"
"0","Net Interest Income","-2.1","-2.9","-1.9","-2.9"
"0","Other Income/Expense,Net","-","-","-","-"
"0","Pre-Tax Income","37.1","17.1","39.9","55.7"
"0","Provision for Income Tax","6.7","4.9","4.2","13.6"
"0","Net Income","30.4","12.2","35.6","42.2"
"0","Dividend Per Share","-","-","-","-"
"0","Tax Rate","0.18","0.29","-0.04","0.24"
"0","Basic EPS","0.73","0.30","0.88","1.06"
"1","Basic Weighted Average Shares","41.46","41.08","40.54","39.70"
"1","Basic EPS from Continuing Operations","0.73","0.30","0.88","1.06"
"1","Basic EPS,Continuing and Discontinued","-","-","-","-"
"0","Diluted EPS","0.71","0.29","0.85","1.04"
"1","Diluted Weighted Average Shares","42.83","42.25","41.67","40.61"
"1","Diluted EPS from Continuing Operations","0.71","0.29","0.85","1.04"
"1","Diluted EPS,Continuing and Discontinued","-","-","-","-"
