"0","Period End Date","12/31/2015","12/31/2016","12/31/2017"
"0","Stmt Source","10-K","10-K","10-K"
"0","Stmt Source Date","3/14/2018","3/14/2018","3/14/2018"
"0","Stmt Update Type","-","-","-"
"0","Currency Code"
"0","Total Revenue","6.0","16.5","26.1"
"0","Cost of Revenue","-","-","-"
"0","Gross Profit","-","-","-"
"0","Selling,General and Administrative","8.3","16.8","28.0"
"1","General and Administrative Expense","-","-","-"
"1","Selling and Marketing Expense","-","-","-"
"0","Research and Development","11.2","31.8","67.6"
"0","Special Income/Charges","-","-","-"
"0","Operating Expenses","19.5","48.6","95.7"
"0","Operating Income","-13.4","-32.2","-69.6"
"0","Net Interest Income","0.0","0.5","2.0"
"0","Other Income/Expense,Net","-","-","-"
"0","Pre-Tax Income","-13.4","-31.6","-67.5"
"0","Provision for Income Tax","-1.0","0.0","0.0"
"0","Net Income","-12.4","-31.6","-67.5"
"0","Dividend Per Share","-","-","-"
"0","Tax Rate","0.08","0.00","0.00"
"0","Basic EPS","-","-1.42","-1.88"
"1","Basic Weighted Average Shares","34.28","22.22","36.01"
"1","Basic EPS from Continuing Operations","-","-1.42","-1.88"
"1","Basic EPS,Continuing and Discontinued","-","0.00","0.00"
"0","Diluted EPS","-","-1.42","-1.88"
"1","Diluted Weighted Average Shares","34.28","22.22","36.01"
"1","Diluted EPS from Continuing Operations","-","-1.42","-1.88"
"1","Diluted EPS,Continuing and Discontinued","-","0.00","0.00"
