"0","Period End Date","9/30/2017","12/31/2017","3/31/2018","6/30/2018"
"0","Stmt Source","10-Q","NA","10-Q","10-Q"
"0","Stmt Source Date","11/6/2017","-","5/10/2018","8/9/2018"
"0","Stmt Update Type","-","-","-","-"
"0","Currency Code"
"0","Total Revenue","170.7","182.8","187.0","197.0"
"0","Cost of Revenue","54.8","61.1","66.4","69.2"
"0","Gross Profit","115.9","121.7","120.6","127.9"
"0","Selling,General and Administrative","66.4","70.4","70.8","73.8"
"1","General and Administrative Expense","66.4","70.4","70.8","73.8"
"1","Selling and Marketing Expense","-","-","-","-"
"0","Research and Development","-","-","-","-"
"0","Special Income/Charges","-2.6","12.8","-0.2","2.2"
"0","Operating Expenses","100.3","120.1","108.2","111.8"
"0","Operating Income","15.6","1.6","12.4","16.1"
"0","Net Interest Income","-","-","-","-"
"0","Other Income/Expense,Net","-2.6","12.8","-0.2","2.3"
"0","Pre-Tax Income","13.0","14.2","13.8","18.4"
"0","Provision for Income Tax","5.2","-50.9","3.5","4.7"
"0","Net Income","7.9","65.1","10.3","13.7"
"0","Dividend Per Share","0.03","0.03","0.03","0.03"
"0","Tax Rate","0.40","0.40","0.27","0.27"
"0","Basic EPS","0.14","1.20","0.19","0.25"
"1","Basic Weighted Average Shares","54.52","54.53","54.57","54.61"
"1","Basic EPS from Continuing Operations","0.14","1.20","0.19","0.25"
"1","Basic EPS,Continuing and Discontinued","0.00","0.00","-","-"
"0","Diluted EPS","0.14","1.19","0.19","0.25"
"1","Diluted Weighted Average Shares","54.89","54.99","55.10","55.13"
"1","Diluted EPS from Continuing Operations","0.14","1.19","0.19","0.25"
"1","Diluted EPS,Continuing and Discontinued","0.00","0.00","-","-"
