"0","Period End Date","12/28/2014","1/3/2016","1/1/2017","12/31/2017"
"0","Stmt Source","10-K","10-K","10-K","10-K"
"0","Stmt Source Date","2/14/2017","2/13/2018","2/13/2018","2/13/2018"
"0","Stmt Update Type","-","-","-","-"
"0","Currency Code"
"0","Total Revenue","1,861.4","2,220.0","2,398.0","2,752.0"
"0","Cost of Revenue","563.6","671.0","732.0","926.0"
"0","Gross Profit","1,297.7","1,549.0","1,666.0","1,826.0"
"0","Selling,General and Administrative","466.3","516.0","584.0","674.0"
"1","General and Administrative Expense","-","-","-","-"
"1","Selling and Marketing Expense","-","-","-","-"
"0","Research and Development","388.1","401.0","504.0","546.0"
"0","Special Income/Charges","71.3","-19.0","9.0","0.0"
"0","Operating Expenses","854.3","917.0","1,088.0","1,220.0"
"0","Operating Income","443.4","632.0","578.0","606.0"
"0","Net Interest Income","-37.8","-38.0","-23.0","-18.0"
"0","Other Income/Expense,Net","43.2","-11.0","6.0","455.0"
"0","Pre-Tax Income","448.8","583.0","561.0","1,043.0"
"0","Provision for Income Tax","95.4","125.0","133.0","365.0"
"0","Net Income","353.4","462.0","463.0","726.0"
"0","Dividend Per Share","-","-","-","-"
"0","Tax Rate","0.21","0.22","0.24","0.35"
"0","Basic EPS","2.61","3.19","3.09","4.96"
"1","Basic Weighted Average Shares","135.55","145.00","147.00","146.00"
"1","Basic EPS from Continuing Operations","2.61","3.19","3.09","4.96"
"1","Basic EPS,Continuing and Discontinued","-","-","-","-"
"0","Diluted EPS","2.37","3.10","3.07","4.92"
"1","Diluted Weighted Average Shares","148.98","149.00","148.00","148.00"
"1","Diluted EPS from Continuing Operations","2.37","3.10","3.07","4.92"
"1","Diluted EPS,Continuing and Discontinued","-","-","-","-"
