"0","Period End Date","12/31/2014","12/31/2015","12/31/2016","12/31/2017"
"0","Stmt Source","10-K","10-K","10-K","10-K"
"0","Stmt Source Date","3/7/2017","2/23/2018","2/23/2018","2/23/2018"
"0","Stmt Update Type","-","-","-","-"
"0","Currency Code"
"0","Total Revenue","133.0","212.3","279.8","317.6"
"0","Cost of Revenue","-","-","-","-"
"0","Gross Profit","-","-","-","-"
"0","Selling,General and Administrative","91.4","143.6","207.6","205.9"
"1","General and Administrative Expense","75.7","122.8","189.4","193.6"
"1","Selling and Marketing Expense","15.7","20.8","18.3","12.3"
"0","Research and Development","-","-","-","-"
"0","Special Income/Charges","-1.2","-3.3","-2.1","-30.3"
"0","Operating Expenses","120.9","192.3","276.4","300.6"
"0","Operating Income","12.0","20.0","3.3","17.0"
"0","Net Interest Income","-1.9","-3.6","-8.2","-16.8"
"0","Other Income/Expense,Net","-1.2","-3.3","-2.1","-30.3"
"0","Pre-Tax Income","8.9","13.1","-7.0","-30.1"
"0","Provision for Income Tax","2.6","4.8","-1.2","-5.0"
"0","Net Income","7.5","11.2","-0.6","-20.6"
"0","Dividend Per Share","-","-","-","-"
"0","Tax Rate","0.29","0.36","0.18","0.17"
"0","Basic EPS","0.41","0.49","-0.03","-0.88"
"1","Basic Weighted Average Shares","16.56","21.61","22.72","23.28"
"1","Basic EPS from Continuing Operations","0.41","0.49","-0.03","-0.88"
"1","Basic EPS,Continuing and Discontinued","0.00","0.00","0.00","0.00"
"0","Diluted EPS","0.41","0.48","-0.03","-0.88"
"1","Diluted Weighted Average Shares","16.62","21.66","22.72","23.28"
"1","Diluted EPS from Continuing Operations","0.41","0.48","-0.03","-0.88"
"1","Diluted EPS,Continuing and Discontinued","0.00","0.00","0.00","0.00"
