"0","Period End Date","12/31/2014","12/31/2015","12/31/2016","12/31/2017"
"0","Stmt Source","10-K","10-K","10-K","10-K"
"0","Stmt Source Date","3/9/2017","3/1/2018","3/1/2018","3/1/2018"
"0","Stmt Update Type","-","-","-","-"
"0","Currency Code"
"0","Total Revenue","0.0","0.0","0.0","0.0"
"0","Cost of Revenue","-","-","-","-"
"0","Gross Profit","-","-","-","-"
"0","Selling,General and Administrative","20.1","30.6","44.5","73.6"
"1","General and Administrative Expense","20.1","30.6","44.5","73.6"
"1","Selling and Marketing Expense","-","-","-","-"
"0","Research and Development","29.9","44.5","52.4","72.1"
"0","Special Income/Charges","-","-","-","-"
"0","Operating Expenses","50.0","75.1","96.9","145.7"
"0","Operating Income","-50.0","-75.1","-96.9","-145.7"
"0","Net Interest Income","-0.6","-2.0","-1.9","-0.6"
"0","Other Income/Expense,Net","2.5","2.9","-0.1","-0.6"
"0","Pre-Tax Income","-48.1","-74.2","-98.9","-146.9"
"0","Provision for Income Tax","0.0","0.1","0.2","-1.8"
"0","Net Income","-48.1","-74.4","-99.1","-145.1"
"0","Dividend Per Share","-","-","-","-"
"0","Tax Rate","0.00","0.00","0.00","0.01"
"0","Basic EPS","-2.00","-2.88","-3.40","-4.11"
"1","Basic Weighted Average Shares","24.09","25.78","29.14","35.32"
"1","Basic EPS from Continuing Operations","-2.00","-2.88","-3.40","-4.11"
"1","Basic EPS,Continuing and Discontinued","-","-","-","-"
"0","Diluted EPS","-2.00","-2.88","-3.40","-4.11"
"1","Diluted Weighted Average Shares","24.09","25.78","29.14","35.32"
"1","Diluted EPS from Continuing Operations","-2.00","-2.88","-3.40","-4.11"
"1","Diluted EPS,Continuing and Discontinued","-","-","-","-"
