"0","Period End Date","12/31/2015","12/31/2016","12/31/2017"
"0","Stmt Source","10-K","10-K","10-K"
"0","Stmt Source Date","3/16/2018","3/16/2018","3/16/2018"
"0","Stmt Update Type","-","-","-"
"0","Currency Code"
"0","Total Revenue","0.6","2.6","1.7"
"0","Cost of Revenue","-","-","-"
"0","Gross Profit","-","-","-"
"0","Selling,General and Administrative","2.5","4.5","5.4"
"1","General and Administrative Expense","-","-","-"
"1","Selling and Marketing Expense","-","-","-"
"0","Research and Development","11.3","20.3","19.1"
"0","Special Income/Charges","-0.4","0.0","0.0"
"0","Operating Expenses","13.8","24.7","24.5"
"0","Operating Income","-13.2","-22.2","-22.8"
"0","Net Interest Income","-0.2","-0.3","0.1"
"0","Other Income/Expense,Net","-0.4","-","-"
"0","Pre-Tax Income","-13.9","-22.5","-22.7"
"0","Provision for Income Tax","-","-","-"
"0","Net Income","-13.9","-22.5","-22.7"
"0","Dividend Per Share","-","-","-"
"0","Tax Rate","0.00","0.00","0.00"
"0","Basic EPS","-","-1.04","-1.00"
"1","Basic Weighted Average Shares","21.44","21.54","22.62"
"1","Basic EPS from Continuing Operations","-","-1.04","-1.00"
"1","Basic EPS,Continuing and Discontinued","-","0.00","0.00"
"0","Diluted EPS","-","-1.04","-1.00"
"1","Diluted Weighted Average Shares","21.44","21.54","22.62"
"1","Diluted EPS from Continuing Operations","-","-1.04","-1.00"
"1","Diluted EPS,Continuing and Discontinued","-","0.00","0.00"
