"0","Period End Date","9/30/2017","12/30/2017","3/31/2018","6/30/2018"
"0","Stmt Source","10-Q","10-Q","10-Q","NA"
"0","Stmt Source Date","11/1/2017","2/6/2018","5/2/2018","-"
"0","Stmt Update Type","-","-","-","-"
"0","Currency Code"
"0","Total Revenue","243.2","404.6","298.8","301.1"
"0","Cost of Revenue","174.7","233.5","201.8","205.6"
"0","Gross Profit","68.5","171.1","97.0","95.5"
"0","Selling,General and Administrative","26.6","35.7","33.2","32.7"
"1","General and Administrative Expense","-","-","-","-"
"1","Selling and Marketing Expense","-","-","-","-"
"0","Research and Development","36.3","43.8","38.2","38.5"
"0","Special Income/Charges","-2.9","-0.8","-0.1","-3.4"
"0","Operating Expenses","62.9","79.5","71.4","71.2"
"0","Operating Income","5.6","91.6","25.6","24.3"
"0","Net Interest Income","-4.4","-4.6","-2.1","-1.8"
"0","Other Income/Expense,Net","2.3","8.5","-20.8","5.2"
"0","Pre-Tax Income","3.5","95.5","2.7","27.7"
"0","Provision for Income Tax","-3.6","-109.3","0.0","-5.8"
"0","Net Income","7.1","204.8","2.7","33.5"
"0","Dividend Per Share","-","-","-","-"
"0","Tax Rate","0.40","0.40","0.27","0.27"
"0","Basic EPS","0.11","3.29","0.04","0.51"
"1","Basic Weighted Average Shares","61.70","62.20","62.40","62.90"
"1","Basic EPS from Continuing Operations","0.11","3.29","0.04","0.51"
"1","Basic EPS,Continuing and Discontinued","-","-","-","-"
"0","Diluted EPS","0.11","3.17","0.04","0.51"
"1","Diluted Weighted Average Shares","63.00","64.60","63.30","63.60"
"1","Diluted EPS from Continuing Operations","0.11","3.17","0.04","0.51"
"1","Diluted EPS,Continuing and Discontinued","-","-","-","-"
