"0","Period End Date","9/30/2017","12/31/2017","3/31/2018","6/30/2018"
"0","Stmt Source","10-Q","NA","10-Q","10-Q"
"0","Stmt Source Date","11/8/2017","-","5/10/2018","8/9/2018"
"0","Stmt Update Type","-","-","-","-"
"0","Currency Code"
"0","Total Revenue","70.5","104.4","129.1","158.7"
"0","Cost of Revenue","11.3","14.4","17.4","19.7"
"0","Gross Profit","59.2","90.0","111.7","138.9"
"0","Selling,General and Administrative","17.7","16.6","86.3","10.8"
"1","General and Administrative Expense","17.7","16.6","86.3","10.8"
"1","Selling and Marketing Expense","-","-","-","-"
"0","Research and Development","-","-","-","-"
"0","Special Income/Charges","-0.3","0.0","-0.1","-"
"0","Operating Expenses","48.6","60.4","134.3","65.8"
"0","Operating Income","10.5","29.6","-22.7","73.2"
"0","Net Interest Income","-0.5","-1.3","-2.7","-6.1"
"0","Other Income/Expense,Net","-27.9","-58.7","-4.4","-9.6"
"0","Pre-Tax Income","-17.8","-30.3","-29.8","57.5"
"0","Provision for Income Tax","-2.6","-43.1","9.6","12.4"
"0","Net Income","-15.2","12.8","-39.4","45.1"
"0","Dividend Per Share","-","-","-","-"
"0","Tax Rate","0.15","-0.13","0.32","0.27"
"0","Basic EPS","-0.07","0.06","-0.18","0.21"
"1","Basic Weighted Average Shares","212.93","212.93","213.00","213.14"
"1","Basic EPS from Continuing Operations","-0.07","0.06","-0.18","0.21"
"1","Basic EPS,Continuing and Discontinued","-","-","-","-"
"0","Diluted EPS","-0.07","0.06","-0.18","0.21"
"1","Diluted Weighted Average Shares","212.93","212.93","213.00","213.26"
"1","Diluted EPS from Continuing Operations","-0.07","0.06","-0.18","0.21"
"1","Diluted EPS,Continuing and Discontinued","-","-","-","-"
